collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,reference_nos,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,primary_reference
16082,col,Bridger,-110.099998,42.700001,B-10,,,2,Bridgerian,,50.3,46.2,3596,"35,966,294",,,,,3 specimens,,,,,,"R. M. West. 1973. Geology and mammalian paleontology of the New Fork-Big Sandy area, Sublette County, Wyoming. Fieldiana: Geology 29"
16083,col,Bridger,-110.099998,42.700001,B-11,,,2,Bridgerian,,50.3,46.2,3596,3596,,,,,2 specimens,,,,,,"R. M. West. 1973. Geology and mammalian paleontology of the New Fork-Big Sandy area, Sublette County, Wyoming. Fieldiana: Geology 29"
16084,col,"Wagon Bed (""Tepee Trail"")",-107.099998,43.200001,Badwater Locs. 17/18,,DUPLICATE REF 1087 or 1088,6,Bridgerian,,50.3,46.2,1087,"108,733,296,294",,,,,35 specimens,,,,,"placed by West et al. 1987 in the Bridgerian; however, neither they nor earlier references give evidence for stratigraphic superposition within the Green and Brown Mbr. (see Locality 1)",C. C. Black. 1969. The Fossil Rodent Genera Horatiomys and Palustrimus: Juvenile Geomyoid Rodents. Journal of Mammalogy 50
16085,col,Bridger,-110.599998,41.5,Bat Bench,,DMNH 869,1,Bridgerian,,50.3,46.2,2336,2336,,,DMNH,some genera,,,,,,,M. C. Maas and M. O'Leary. 1996. Evolution of molar enamel microstructure in North American Notharctidae (primates). Journal of Human Evolution 31
16086,col,Bridger,-110.5,41.200001,Bear Mountain (Bridger),,,1,Bridgerian,,50.3,46.2,3622,3622,,,,some genera,,,,,,"probably the same as Hickey Mountain, as noted by Wheeler 1961",W. H. Wheeler. 1961. Revision of the Uintatheres. Peabody Museum of Natural History Bulletin 14:1-93
16087,col,Wagon Bed,-108.199997,43.200001,Beaver Divide Locality 1,,USGS D553,3,Bridgerian,,50.3,46.2,3479,3479,,,USGS,,,,,,,"KA 1021 (Evernden et al. 1964), dated at 49.0 (= 50.3) Ma (KA on biotite) at this exact coordinate; however, dated horizon is at the base of the formation, 60' below Unit 3, and directly overlies the Wind River Fm.; KA 1018 (45.5 = 46.6 Ma, KA on biotite) is from Unit 3 but is about 7 mi NNW of Locality 1; both dates considered reliable by Mauger 1977, and latter seems like a viable calibration point","F. B. Van Houten. 1964. Tertiary geology of the Beaver Rim area, Fremont and Natrona Counties, Wyoming. United States Geological Survey Bulletin 1164:1-99"
16088,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-1),,,4,Bridgerian,,50.3,46.2,1737,1737,,,,,5 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16089,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-3),,,3,Bridgerian,,50.3,46.2,1737,1737,,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16090,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-7),,,10,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,10 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16091,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-9),,,7,Bridgerian,,50.3,46.2,1737,1737,,,,,9 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16092,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-10),,,6,Bridgerian,,50.3,46.2,1737,1737,,,,,5 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16093,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-11),,,3,Bridgerian,,50.3,46.2,1737,1737,,,,,2 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16094,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-13),,,4,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,2 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16095,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-14),,,7,Bridgerian,,50.3,46.2,1737,1737,,,,,7 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16096,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-15),,,7,Bridgerian,,50.3,46.2,1737,1737,,,,,6 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16097,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-16),,,9,Bridgerian,,50.3,46.2,1737,1737,,,,,11 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16098,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-17),,,18,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,24 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16099,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-18),,,3,Bridgerian,,50.3,46.2,1737,1737,,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16100,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-20),,,19,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,44 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16101,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-22),,,2,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,2 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16102,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-23),,,2,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16103,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-24),,,6,Bridgerian,,50.3,46.2,1737,1737,,,,,7 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16104,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-25),,,2,Bridgerian,,50.3,46.2,1737,1737,,,,,2 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16105,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-26),,,10,Bridgerian,,50.3,46.2,1737,1737,,,,,15 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16106,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-29),,,4,Bridgerian,,50.3,46.2,1737,1737,,,,,6 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16107,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-30),,,12,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,19 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16108,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-31),,,14,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,37 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16109,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-32),,,17,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,48 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16110,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-33),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16111,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-34),,,9,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,11 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16112,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-35),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16113,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-37),,,11,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,15 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16114,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-38),,,16,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,25 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16115,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-39),,,3,Bridgerian,,50.3,46.2,1737,1737,,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16116,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-40),,,13,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,27 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16117,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-41),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16118,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-43),,,4,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,4 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16119,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-45),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16120,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-46),,,4,Bridgerian,,50.3,46.2,1737,1737,,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16121,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-47),,,2,Bridgerian,,50.3,46.2,1737,1737,,,,,2 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16122,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-49),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16123,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-50),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16124,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-51),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16125,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-52),,,2,Bridgerian,,50.3,46.2,1737,1737,,,,,3 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16126,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-54),,,3,Bridgerian,,50.3,46.2,1737,1737,,,,,5 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16127,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-55),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16128,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-56),,,1,Bridgerian,,50.3,46.2,1737,1737,,,,,1 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
16129,col,Bridger,-109,41.700001,Big Island-Blue Rim Badlands (UM BI-57),,,7,Bridgerian,,50.3,46.2,1737,"17,376,294",,,,,21 specimens,,,,,,"G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
